note_id,unified_note_id,normalized_note_name,in_rule_space,in_perfume_space,merged_group_size
NOTE-0494,NOTE-0445,ylang_ylang_extra,True,False,2
NOTE-0495,NOTE-0495,ethyl_maltol,True,False,1
NOTE-0496,NOTE-0496,tonka_bean_absolute,True,False,1
NOTE-0497,NOTE-0497,calone,True,False,1
NOTE-0498,NOTE-0498,dihydromyrcenol,True,False,1
NOTE-0499,NOTE-0499,lavender_oil,True,False,1
NOTE-0500,NOTE-0500,phenyl_ethyl_alcohol,True,False,1
NOTE-0501,NOTE-0342,rose_absolute,True,False,2
NOTE-0502,NOTE-0502,geraniol,True,False,1
NOTE-0503,NOTE-0503,citronellol,True,False,1
NOTE-0504,NOTE-0504,damascenone,True,False,1
NOTE-0505,NOTE-0505,galaxolide,True,False,1
NOTE-0506,NOTE-0506,helvetolide,True,False,1
NOTE-0507,NOTE-0507,ambrettolide,True,False,1
NOTE-0508,NOTE-0508,ethylene_brassylate,True,False,1
NOTE-0509,NOTE-0509,linalool,True,False,1
NOTE-0510,NOTE-0510,linalyl_acetate,True,False,1
NOTE-0511,NOTE-0511,gamma_undecalactone,True,False,1
NOTE-0512,NOTE-0512,cinnamon_bark_oil,True,False,1
NOTE-0513,NOTE-0513,clove_bud_oil,True,False,1
NOTE-0514,NOTE-0277,nutmeg_oil,True,False,2
NOTE-0515,NOTE-0515,patchouli_heart,True,False,1
NOTE-0516,NOTE-0054,castoreum_replacer,True,False,7
NOTE-0517,NOTE-0158,fig_leaf_accord,True,False,3
NOTE-0518,NOTE-0124,coconut_lactone,True,False,3
NOTE-0519,NOTE-0390,tobacco_absolute,True,False,2
NOTE-0520,NOTE-0520,honey_accord,True,False,1
NOTE-0521,NOTE-0521,peppermint_oil,True,False,1
NOTE-0522,NOTE-0522,menthol_crystals,True,False,1
NOTE-0523,NOTE-0523,eucalyptol,True,False,1
NOTE-0524,NOTE-0524,benzyl_salicylate,True,False,1
NOTE-0525,NOTE-0525,cypriol_oil,True,False,1
NOTE-0526,NOTE-0526,grapefruit_oil,True,False,1
NOTE-0527,NOTE-0292,orris_butter,True,False,4
NOTE-0528,NOTE-0528,iris_aldehyde,True,False,1
NOTE-0529,NOTE-0529,carrot_seed_oil,True,False,1
NOTE-0530,NOTE-0275,neroli_oil,True,False,5
NOTE-0531,NOTE-0531,hexyl_acetate,True,False,1
NOTE-0532,NOTE-0158,cis_3_hexenol,True,False,3
NOTE-0533,NOTE-0533,aldehyde_c_6,True,False,1
NOTE-0534,NOTE-0534,ionone_alpha,True,False,1
NOTE-0535,NOTE-0535,rosemary_oil,True,False,1
NOTE-0536,NOTE-0536,benzaldehyde,True,False,1
NOTE-0537,NOTE-0053,pepper_black,True,False,3
NOTE-0538,NOTE-0538,ethyl_vanillin,True,False,1
NOTE-0539,NOTE-0539,frankincense_resin,True,False,1
NOTE-0540,NOTE-0540,aldehyde_c_12_lauric,True,False,1
NOTE-0541,NOTE-0541,rose_oxide,True,False,1
NOTE-0542,NOTE-0123,coffee_absolute,True,False,4
NOTE-0543,NOTE-0543,pyrazine_accord,True,False,1
NOTE-0544,NOTE-0123,cocoa_absolute,True,False,4
NOTE-0545,NOTE-0157,benzyl_alcohol,True,False,2
NOTE-0546,NOTE-0105,cinnamon_leaf_oil,True,False,2
NOTE-0547,NOTE-0547,cinnamyl_alcohol,True,False,1
NOTE-0548,NOTE-0119,clove_oil,True,False,3
NOTE-0549,NOTE-0172,ginger_co2,True,False,3
NOTE-0550,NOTE-0081,cardamom_oil,True,False,3
NOTE-0551,NOTE-0318,ethyl_butyrate,True,False,2
NOTE-0552,NOTE-0119,eugenol,True,False,3
NOTE-0553,NOTE-0242,mace_oil,True,False,2
NOTE-0554,NOTE-0053,black_pepper_oil,True,False,3
NOTE-0555,NOTE-0555,saffron_accord,True,False,1
NOTE-0556,NOTE-0556,suederal,True,False,1
NOTE-0557,NOTE-0036,basil_oil,True,False,4
NOTE-0558,NOTE-0388,thyme_oil,True,False,2
NOTE-0559,NOTE-0559,cumin_seed_oil,True,False,1
NOTE-0560,NOTE-0130,coriander_seed_oil,True,False,2
NOTE-0561,NOTE-0561,ozonic_accord,True,False,1
NOTE-0562,NOTE-0036,green_tea_absolute,True,False,4
NOTE-0563,NOTE-0563,milk_lactone,True,False,1
NOTE-0564,NOTE-0564,rice_accord,True,False,1
NOTE-0565,NOTE-0565,violet_ionone,True,False,1
NOTE-0566,NOTE-0346,rum_co2_extract,True,False,2
NOTE-0567,NOTE-0567,oakwood_extract,True,False,1
NOTE-0568,NOTE-0397,tomato_leaf_accord,True,False,2
NOTE-0569,NOTE-0569,civet_replacer,True,False,1
NOTE-0570,NOTE-0570,costus_root,True,False,1
NOTE-0571,NOTE-0281,olibanum_co2,True,False,2
NOTE-0572,NOTE-0572,guaiacol,True,False,1
NOTE-0573,NOTE-0376,styrax_resin,True,False,3
NOTE-0574,NOTE-0197,honey_absolute,True,False,2
NOTE-0575,NOTE-0038,beeswax_absolute,True,False,2
NOTE-0576,NOTE-0576,ash_accord,True,False,1
NOTE-0577,NOTE-0577,wormwood_accord,True,False,1
NOTE-0578,NOTE-0273,sandalwood_mysore,True,False,3
NOTE-0579,NOTE-0579,birch_tar_low,True,False,1
NOTE-0580,NOTE-0580,cinnamon_bark,True,False,1
NOTE-0581,NOTE-0581,iris_butter,True,False,1
NOTE-0582,NOTE-0582,aldehyde_c_12,True,False,1
NOTE-0583,NOTE-0583,cade_oil_low,True,False,1
NOTE-0584,NOTE-0584,apple_accord,True,False,1
NOTE-0585,NOTE-0301,patchouli_absolute,True,False,4
NOTE-0586,NOTE-0213,vetiver_java,True,False,2
NOTE-0587,NOTE-0587,cannabis_accord,True,False,1
NOTE-0588,NOTE-0588,blackcurrant_bud,True,False,1
NOTE-0589,NOTE-0589,hemp_accord,True,False,1
NOTE-0590,NOTE-0590,mushroom_accord,True,False,1
NOTE-0591,NOTE-0591,geosmin_accord,True,False,1
NOTE-0592,NOTE-0592,pear_accord,True,False,1
NOTE-0593,NOTE-0593,ethyl_maltol_low,True,False,1
NOTE-0594,NOTE-0179,green_mango_accord,True,False,3
NOTE-0595,NOTE-0595,plum_accord,True,False,1
NOTE-0596,NOTE-0596,davana_oil,True,False,1
NOTE-0597,NOTE-0597,peach_lactone,True,False,1
NOTE-0598,NOTE-0598,apricot_accord,True,False,1
NOTE-0599,NOTE-0599,raspberry_ketone,True,False,1
NOTE-0600,NOTE-0600,passionfruit_accord,True,False,1
NOTE-0601,NOTE-0601,pineapple_accord,True,False,1
NOTE-0602,NOTE-0602,mango_accord,True,False,1
NOTE-0603,NOTE-0603,fig_accord,True,False,1
NOTE-0604,NOTE-0301,patchouli_oil,True,False,4
NOTE-0605,NOTE-0605,safraleine,True,False,1
NOTE-0606,NOTE-0376,styrax_resinoid,True,False,3
NOTE-0607,NOTE-0054,oud_synthetic,True,False,7
NOTE-0608,NOTE-0608,tonalid,True,False,1
NOTE-0609,NOTE-0609,muscone,True,False,1
NOTE-0610,NOTE-0610,civetone,True,False,1
NOTE-0611,NOTE-0090,castoreum_absolute,True,False,2
NOTE-0612,NOTE-0104,cinnamon_oil,True,False,2
NOTE-0613,NOTE-0165,frankincense_oil,True,False,3
NOTE-0614,NOTE-0271,myrrh_resinoid,True,False,3
NOTE-0615,NOTE-0615,costus_oil,True,False,1
NOTE-0616,NOTE-0019,ambrette_seed_oil,True,False,2
NOTE-0617,NOTE-0617,muscenone,True,False,1
NOTE-0618,NOTE-0618,egg_accord,True,False,1
NOTE-0619,NOTE-0619,caramel_accord,True,False,1
NOTE-0620,NOTE-0620,almond_accord,True,False,1
NOTE-0621,NOTE-0621,butter_accord,True,False,1
NOTE-0622,NOTE-0622,burnt_sugar_accord,True,False,1
NOTE-0623,NOTE-0141,cypriol_nagarmotha,True,False,2
NOTE-0624,NOTE-0624,castoreum_accord,True,False,1
NOTE-0625,NOTE-0625,violet_ionones,True,False,1
NOTE-0626,NOTE-0626,oakmoss_low,True,False,1
NOTE-0627,NOTE-0292,orris_resinoid,True,False,4
NOTE-0628,NOTE-0628,sugar_accord,True,False,1
NOTE-0629,NOTE-0629,powdery_musk,True,False,1
NOTE-0630,NOTE-0630,timberol,True,False,1
NOTE-0631,NOTE-0631,cetalox,True,False,1
NOTE-0632,NOTE-0273,sandalwood_oil,True,False,3
NOTE-0633,NOTE-0633,georgywood,True,False,1
NOTE-0634,NOTE-0634,pink_pepper_oil,True,False,1
NOTE-0635,NOTE-0172,ginger_oil,True,False,3
NOTE-0636,NOTE-0350,sage_oil,True,False,2
NOTE-0637,NOTE-0637,galbanum_oil,True,False,1
NOTE-0638,NOTE-0054,fig_leaf_base,True,False,7
NOTE-0639,NOTE-0639,helional,True,False,1
NOTE-0640,NOTE-0640,melonal,True,False,1
NOTE-0641,NOTE-0641,ambrocenide,True,False,1
NOTE-0642,NOTE-0642,caramel_note,True,False,1
NOTE-0643,NOTE-0643,iris_absolute,True,False,1
NOTE-0644,NOTE-0644,veramoss,True,False,1
NOTE-0645,NOTE-0402,tuberose_absolute,True,False,2
NOTE-0646,NOTE-0646,gardenia_accord,True,False,1
NOTE-0647,NOTE-0647,phenethyl_alcohol,True,False,1
NOTE-0648,NOTE-0648,ionone_beta,True,False,1
NOTE-0649,NOTE-0649,methyl_ionone,True,False,1
NOTE-0650,NOTE-0650,kephalis,True,False,1
NOTE-0651,NOTE-0651,floralozone,True,False,1
NOTE-0652,NOTE-0652,aquozone,True,False,1
NOTE-0653,NOTE-0653,indole,True,False,1
NOTE-0654,NOTE-0246,mandarin_oil,True,False,2
NOTE-0655,NOTE-0302,aldehyde_c_14,True,False,2
NOTE-0656,NOTE-0656,apple_lactone,True,False,1
NOTE-0657,NOTE-0657,maltol,True,False,1
NOTE-0658,NOTE-0658,maple_lactone,True,False,1
NOTE-0659,NOTE-0659,javanol,True,False,1
NOTE-0660,NOTE-0660,bacdanol,True,False,1
NOTE-0661,NOTE-0661,romandolide,True,False,1
NOTE-0662,NOTE-0662,anisaldehyde,True,False,1
NOTE-0663,NOTE-0124,aldehyde_c_18,True,False,3
NOTE-0664,NOTE-0664,gamma_nonalactone,True,False,1
NOTE-0665,NOTE-0665,benzyl_acetate,True,False,1
NOTE-0666,NOTE-0666,exaltolide,True,False,1
NOTE-0667,NOTE-0667,phenylacetic_acid,True,False,1
NOTE-0668,NOTE-0668,aldehyde_c10,False,False,1
NOTE-0669,NOTE-0669,aldehyde_c11,False,False,1
NOTE-0670,NOTE-0670,aldehyde_c12_lauric,False,False,1
NOTE-0671,NOTE-0671,aldehyde_c12_mna,False,False,1
NOTE-0672,NOTE-0672,aldehyde_c13,False,False,1
NOTE-0673,NOTE-0673,aldehyde_c14,False,False,1
NOTE-0674,NOTE-0674,aldehyde_c14_peach,False,False,1
NOTE-0675,NOTE-0675,aldehyde_c16_strawberry,False,False,1
NOTE-0676,NOTE-0676,aldehyde_c18,False,False,1
NOTE-0677,NOTE-0677,aldehyde_c18_coconut,False,False,1
NOTE-0678,NOTE-0678,aldehyde_c_7,False,False,1
NOTE-0679,NOTE-0679,aldehyde_c_8,False,False,1
NOTE-0680,NOTE-0680,aldehyde_c_9,False,False,1
NOTE-0681,NOTE-0681,aldehydes_c10,False,False,1
NOTE-0682,NOTE-0682,aldehydes_c11,False,False,1
NOTE-0683,NOTE-0683,aldehydes_c12_mna,False,False,1
NOTE-0684,NOTE-0684,allspice_oil,False,False,1
NOTE-0685,NOTE-0685,allyl_amyl_glycolate,False,False,1
NOTE-0686,NOTE-0686,alpha_ionone,False,False,1
NOTE-0687,NOTE-0687,amber_seed,False,False,1
NOTE-0688,NOTE-0688,amber_xtreme,False,False,1
NOTE-0689,NOTE-0689,ambergris_replacer,False,False,1
NOTE-0690,NOTE-0690,ambergris_tincture,False,False,1
NOTE-0691,NOTE-0691,amberlyn,False,False,1
NOTE-0692,NOTE-0692,ambermarine_base,False,False,1
NOTE-0693,NOTE-0693,ambermax,False,False,1
NOTE-0694,NOTE-0694,ambrein,False,False,1
NOTE-0695,NOTE-0695,amyris_oil,False,False,1
NOTE-0696,NOTE-0696,anethole,False,False,1
NOTE-0697,NOTE-0697,angelica_root,False,False,1
NOTE-0698,NOTE-0698,anisyl_alcohol,False,False,1
NOTE-0699,NOTE-0699,apricot_lactone,False,False,1
NOTE-0700,NOTE-0700,artemisia_oil,False,False,1
NOTE-0701,NOTE-0701,atlas_cedrol,False,False,1
NOTE-0702,NOTE-0702,australian_sandalwood,False,False,1
NOTE-0703,NOTE-0703,bay_leaf_oil,False,False,1
NOTE-0704,NOTE-0704,bay_oil,False,False,1
NOTE-0705,NOTE-0705,benzoin_sumatra,False,False,1
NOTE-0706,NOTE-0706,benzyl_benzoate,False,False,1
NOTE-0707,NOTE-0707,bergamot_oil_fcf,False,False,1
NOTE-0708,NOTE-0708,beta_ionone,False,False,1
NOTE-0709,NOTE-0709,bitter_orange_oil,False,False,1
NOTE-0710,NOTE-0710,blood_orange_oil,False,False,1
NOTE-0711,NOTE-0711,bois_de_rose,False,False,1
NOTE-0712,NOTE-0712,boisambrene_forte,False,False,1
NOTE-0713,NOTE-0713,boisiris,False,False,1
NOTE-0714,NOTE-0714,bourgeonal,False,False,1
NOTE-0715,NOTE-0715,bulgarian_rose_otto,False,False,1
NOTE-0716,NOTE-0716,calamansi_oil,False,False,1
NOTE-0717,NOTE-0717,camphor,False,False,1
NOTE-0718,NOTE-0718,carrot_seed,False,False,1
NOTE-0719,NOTE-0719,cashmeran_high_purity,False,False,1
NOTE-0720,NOTE-0720,cassis_absolute,False,False,1
NOTE-0721,NOTE-0721,cedramber,False,False,1
NOTE-0722,NOTE-0722,champaca_absolute,False,False,1
NOTE-0723,NOTE-0723,cherry,False,False,1
NOTE-0724,NOTE-0724,cinnamaldehyde,False,False,1
NOTE-0725,NOTE-0725,cis_3_hexenyl_acetate,False,False,1
NOTE-0726,NOTE-0726,cis_3_hexenyl_butyrate,False,False,1
NOTE-0727,NOTE-0727,cis_jasmone,False,False,1
NOTE-0728,NOTE-0728,cistus_oil,False,False,1
NOTE-0729,NOTE-0729,citral,False,False,1
NOTE-0730,NOTE-0730,citron_oil,False,False,1
NOTE-0731,NOTE-0731,citronella,False,False,1
NOTE-0732,NOTE-0732,citronellyl_acetate,False,False,1
NOTE-0733,NOTE-0733,civet_absolute,False,False,1
NOTE-0734,NOTE-0734,civet_synthetic,False,False,1
NOTE-0735,NOTE-0735,civettone,False,False,1
NOTE-0736,NOTE-0736,clearwood,False,False,1
NOTE-0737,NOTE-0737,clementine_oil,False,False,1
NOTE-0738,NOTE-0738,costus,False,False,1
NOTE-0739,NOTE-0739,coumarin_refined,False,False,1
NOTE-0740,NOTE-0740,coumarone,False,False,1
NOTE-0741,NOTE-0741,cyclamen_aldehyde,False,False,1
NOTE-0742,NOTE-0742,cyclotene,False,False,1
NOTE-0743,NOTE-0743,cypress_oil,False,False,1
NOTE-0744,NOTE-0744,cypriol_oil_nagarmotha,False,False,1
NOTE-0745,NOTE-0745,damascenol,False,False,1
NOTE-0746,NOTE-0746,damask_rose_oil,False,False,1
NOTE-0747,NOTE-0747,deertongue,False,False,1
NOTE-0748,NOTE-0748,ebanol,False,False,1
NOTE-0749,NOTE-0749,elemi_oil,False,False,1
NOTE-0750,NOTE-0750,estragole,False,False,1
NOTE-0751,NOTE-0751,eucalyptus_oil,False,False,1
NOTE-0752,NOTE-0752,eugenyl_acetate,False,False,1
NOTE-0753,NOTE-0753,fenugreek,False,False,1
NOTE-0754,NOTE-0754,fenugreek_absolute,False,False,1
NOTE-0755,NOTE-0755,finger_lime_oil,False,False,1
NOTE-0756,NOTE-0756,fir_balsam,False,False,1
NOTE-0757,NOTE-0757,fir_balsam_absolute,False,False,1
NOTE-0758,NOTE-0758,fir_needle_oil,False,False,1
NOTE-0759,NOTE-0759,fixolide,False,False,1
NOTE-0760,NOTE-0760,florhydral,False,False,1
NOTE-0761,NOTE-0761,florol,False,False,1
NOTE-0762,NOTE-0762,frangipani_absolute,False,False,1
NOTE-0763,NOTE-0763,furaneol,False,False,1
NOTE-0764,NOTE-0764,galbanol,False,False,1
NOTE-0765,NOTE-0765,gardenia_absolute,False,False,1
NOTE-0766,NOTE-0766,geranyl_acetate,False,False,1
NOTE-0767,NOTE-0767,guaiacwood,False,False,1
NOTE-0768,NOTE-0768,hay_lactone,False,False,1
NOTE-0769,NOTE-0769,hedione_hc,False,False,1
NOTE-0770,NOTE-0770,heliotrope_absolute,False,False,1
NOTE-0771,NOTE-0771,hinoki,False,False,1
NOTE-0772,NOTE-0772,hydroxycitronellal,False,False,1
NOTE-0773,NOTE-0773,hyssop_oil,False,False,1
NOTE-0774,NOTE-0774,iris_orris,False,False,1
NOTE-0775,NOTE-0775,irone_alpha,False,False,1
NOTE-0776,NOTE-0776,irone_beta,False,False,1
NOTE-0777,NOTE-0777,iso_e_super_plus,False,False,1
NOTE-0778,NOTE-0778,isoamyl_acetate,False,False,1
NOTE-0779,NOTE-0779,isoeugenol,False,False,1
NOTE-0780,NOTE-0780,isopropyl_cresol,False,False,1
NOTE-0781,NOTE-0781,jasmine_lactone,False,False,1
NOTE-0782,NOTE-0782,java_vetiver,False,False,1
NOTE-0783,NOTE-0783,juniper_berry,False,False,1
NOTE-0784,NOTE-0784,juniper_berry_oil,False,False,1
NOTE-0785,NOTE-0785,juniper_tar,False,False,1
NOTE-0786,NOTE-0786,kaffir_lime_leaf_oil,False,False,1
NOTE-0787,NOTE-0787,kiwi_accord_base,False,False,1
NOTE-0788,NOTE-0788,labdanum_resin,False,False,1
NOTE-0789,NOTE-0789,lactonic_aldehyde,False,False,1
NOTE-0790,NOTE-0790,lemon_oil_expressed,False,False,1
NOTE-0791,NOTE-0791,lemongrass,False,False,1
NOTE-0792,NOTE-0792,lemongrass_oil,False,False,1
NOTE-0793,NOTE-0793,lilial,False,False,1
NOTE-0794,NOTE-0794,lilial_butylphenyl_methylpropional,False,False,1
NOTE-0795,NOTE-0795,lime_oil,False,False,1
NOTE-0796,NOTE-0796,lime_oil_distilled,False,False,1
NOTE-0797,NOTE-0797,limonene,False,False,1
NOTE-0798,NOTE-0798,litsea_cubeba_oil,False,False,1
NOTE-0799,NOTE-0799,lotus_absolute,False,False,1
NOTE-0800,NOTE-0800,lyral,False,False,1
NOTE-0801,NOTE-0801,magnolia_absolute,False,False,1
NOTE-0802,NOTE-0802,mango_lactone,False,False,1
NOTE-0803,NOTE-0803,methyl_anthranilate,False,False,1
NOTE-0804,NOTE-0804,methyl_anthranilate_natural,False,False,1
NOTE-0805,NOTE-0805,methyleugenol,False,False,1
NOTE-0806,NOTE-0806,mint_oil,False,False,1
NOTE-0807,NOTE-0807,musk_synthetic,False,False,1
NOTE-0808,NOTE-0808,musk_xylene,False,False,1
NOTE-0809,NOTE-0809,myristicin,False,False,1
NOTE-0810,NOTE-0810,myrrh_oil,False,False,1
NOTE-0811,NOTE-0811,myrrh_resin,False,False,1
NOTE-0812,NOTE-0812,nagarmotha,False,False,1
NOTE-0813,NOTE-0813,narcissus_absolute,False,False,1
NOTE-0814,NOTE-0814,nerol,False,False,1
NOTE-0815,NOTE-0815,nerol_acetate,False,False,1
NOTE-0816,NOTE-0816,nirvanolide,False,False,1
NOTE-0817,NOTE-0817,norlimbanol,False,False,1
NOTE-0818,NOTE-0818,oakwood_absolute,False,False,1
NOTE-0819,NOTE-0819,okoumal,False,False,1
NOTE-0820,NOTE-0820,olibanum_oil,False,False,1
NOTE-0821,NOTE-0821,olibanum_resinoid,False,False,1
NOTE-0822,NOTE-0822,oolong_tea_absolute,False,False,1
NOTE-0823,NOTE-0823,opoponax_resin,False,False,1
NOTE-0824,NOTE-0824,orange_oil_sweet,False,False,1
NOTE-0825,NOTE-0825,orcanox,False,False,1
NOTE-0826,NOTE-0826,orris_absolute,False,False,1
NOTE-0827,NOTE-0827,osmanthus_absolute,False,False,1
NOTE-0828,NOTE-0828,palo_santo,False,False,1
NOTE-0829,NOTE-0829,palo_santo_oil,False,False,1
NOTE-0830,NOTE-0830,papyrus_oil,False,False,1
NOTE-0831,NOTE-0831,passionfruit_sulfide,False,False,1
NOTE-0832,NOTE-0832,patchouli_light,False,False,1
NOTE-0833,NOTE-0833,peach_aldehyde,False,False,1
NOTE-0834,NOTE-0834,petitgrain_bigarade,False,False,1
NOTE-0835,NOTE-0835,phantolide,False,False,1
NOTE-0836,NOTE-0836,phenethyl_acetate,False,False,1
NOTE-0837,NOTE-0837,phenyl_ethyl_acetate,False,False,1
NOTE-0838,NOTE-0838,pine_needle_oil,False,False,1
NOTE-0839,NOTE-0839,pine_tar,False,False,1
NOTE-0840,NOTE-0840,piperonal,False,False,1
NOTE-0841,NOTE-0841,polysantol,False,False,1
NOTE-0842,NOTE-0842,pomelo_oil,False,False,1
NOTE-0843,NOTE-0843,rice_steam_note,False,False,1
NOTE-0844,NOTE-0844,roasted_barley,False,False,1
NOTE-0845,NOTE-0845,safflower,False,False,1
NOTE-0846,NOTE-0846,safranal,False,False,1
NOTE-0847,NOTE-0847,safrole,False,False,1
NOTE-0848,NOTE-0848,sambac_jasmine,False,False,1
NOTE-0849,NOTE-0849,serenolide,False,False,1
NOTE-0850,NOTE-0850,skatole,False,False,1
NOTE-0851,NOTE-0851,sotolone,False,False,1
NOTE-0852,NOTE-0852,spearmint_oil,False,False,1
NOTE-0853,NOTE-0853,spruce_oil,False,False,1
NOTE-0854,NOTE-0854,stemone,False,False,1
NOTE-0855,NOTE-0855,strawberry_furanone,False,False,1
NOTE-0856,NOTE-0856,sudachi_oil,False,False,1
NOTE-0857,NOTE-0857,sweet_orange_oil,False,False,1
NOTE-0858,NOTE-0858,sylkolide,False,False,1
NOTE-0859,NOTE-0859,tarragon_oil,False,False,1
NOTE-0860,NOTE-0860,tea_absolute,False,False,1
NOTE-0861,NOTE-0861,tea_tree,False,False,1
NOTE-0862,NOTE-0862,texas_cedarwood,False,False,1
NOTE-0863,NOTE-0863,timber_silk,False,False,1
NOTE-0864,NOTE-0864,timberone,False,False,1
NOTE-0865,NOTE-0865,toasted_sugar,False,False,1
NOTE-0866,NOTE-0866,tonalide,False,False,1
NOTE-0867,NOTE-0867,tree_moss,False,False,1
NOTE-0868,NOTE-0868,turkish_rose_absolute,False,False,1
NOTE-0869,NOTE-0869,undecavertol,False,False,1
NOTE-0870,NOTE-0870,vanillyl_acetate,False,False,1
NOTE-0871,NOTE-0871,vanitrope,False,False,1
NOTE-0872,NOTE-0872,velvione,False,False,1
NOTE-0873,NOTE-0873,veratraldehyde,False,False,1
NOTE-0874,NOTE-0874,vertofix,False,False,1
NOTE-0875,NOTE-0875,vertofix_coeur,False,False,1
NOTE-0876,NOTE-0876,vertoflor,False,False,1
NOTE-0877,NOTE-0877,vetiver_oil,False,False,1
NOTE-0878,NOTE-0878,violet_leaf_alcohol,False,False,1
NOTE-0879,NOTE-0879,water_lily_absolute,False,False,1
NOTE-0880,NOTE-0880,wintergreen_oil,False,False,1
NOTE-0881,NOTE-0881,yuzu_oil,False,False,1
NOTE-0882,NOTE-0882,z11_musk,False,False,1
NOTE-0883,NOTE-0883,zenolide,False,False,1
